"player","position","game_num","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","all_td","scoring","sacks","tackles_solo","tackles_assists","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","two_pt_md","gs","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","xpm","xpa","xp_perc","fgm","fga","fg_perc","punt","punt_yds","punt_yds_per_punt","punt_blocked","safety_md","def_int","def_int_yds","def_int_td","year"
"Bernard Scott","RB","8","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","132","22.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB","9","4","8","2.00","0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","124","31.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB","10","3","-3","-1.00","0","1","1","-6","-6.00","0","100.0%","-6.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","87","21.75","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB","11","0","0",NA,"0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","97","19.40","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB","12","6","43","7.17","0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","165","33.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB","13","4","15","3.75","0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","77","15.40","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB","14","8","40","5.00","0","0","0","0",NA,"0","0.0%",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","73","24.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB","15","11","50","4.55","1","1","1","-1","-1.00","0","100.0%","-1.00","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","72","24.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB","16","5","32","6.40","0","1","1","9","9.00","0","100.0%","9.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","51","25.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Bernard Scott","RB",NA,"61","299","4.90","1","13","11","60","5.45","0","84.6%","4.62","1","6","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","1257","22.45","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","1","0","0",NA,"0","3","1","2","2.00","0","33.3%","0.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","2","1","0","0.00","0","6","4","38","9.50","0","66.7%","6.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","16","16.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","3","1","1","1.00","0","2","2","10","5.00","0","100.0%","5.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","4","0","0",NA,"0","2","1","5","5.00","0","50.0%","2.50","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","5","0","0",NA,"0","3","1","22","22.00","0","33.3%","7.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","6","0","0",NA,"0","3","2","17","8.50","0","66.7%","5.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","7","0","0",NA,"0","3","1","15","15.00","0","33.3%","5.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","8","0","0",NA,"0","1","0","0",NA,"0","0.0%","0.00","0","0","0.0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","9","0","0",NA,"0","1","1","28","28.00","0","100.0%","28.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","10","1","0","0.00","0","2","1","6","6.00","0","50.0%","3.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","11","0","0",NA,"0",NA,"0","0",NA,"0","0.0%",NA,"0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","12","0","0",NA,"0","3","2","17","8.50","0","66.7%","5.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","13","0","0",NA,"0","3","2","28","14.00","0","66.7%","9.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","28","14.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","14","0","0",NA,"0","3","1","27","27.00","0","33.3%","9.00","0","2","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","15","1","1","1.00","0","2","0","0",NA,"0","0.0%","0.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB","16","0","0",NA,"0","3","1","9","9.00","0","33.3%","3.00","0","0","0.0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12","12.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mike Sellers","RB",NA,"4","2","0.50","0","40","20","224","11.20","0","50.0%","5.60","0","2","0.0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"7","82","11.71","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","1",NA,NA,NA,NA,"7","4","76","19.00","1","57.1%","10.86","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","2",NA,NA,NA,NA,"9","6","86","14.33","0","66.7%","9.56","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","3",NA,NA,NA,NA,"1","1","7","7.00","0","100.0%","7.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","4",NA,NA,NA,NA,"6","2","28","14.00","0","33.3%","4.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","5",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","6",NA,NA,NA,NA,"6","3","30","10.00","0","50.0%","5.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","7",NA,NA,NA,NA,"5","4","38","9.50","0","80.0%","7.60","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","8",NA,NA,NA,NA,"5","4","66","16.50","1","80.0%","13.20","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","9",NA,NA,NA,NA,"7","4","29","7.25","0","57.1%","4.14","0","0","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","10",NA,NA,NA,NA,"3","2","6","3.00","0","66.7%","2.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","11",NA,NA,NA,NA,"6","3","54","18.00","0","50.0%","9.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","12",NA,NA,NA,NA,"3","2","17","8.50","0","66.7%","5.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","13",NA,NA,NA,NA,"4","1","7","7.00","0","25.0%","1.75","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","14",NA,NA,NA,NA,"9","6","41","6.83","0","66.7%","4.56","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","15",NA,NA,NA,NA,"5","3","32","10.67","0","60.0%","6.40","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE","16",NA,NA,NA,NA,"3","2","13","6.50","0","66.7%","4.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Visanthe Shiancoe","TE",NA,NA,NA,NA,NA,"79","47","530","11.28","2","59.5%","6.71","2","12","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","1",NA,NA,NA,NA,"7","5","82","16.40","0","71.4%","11.71","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","2",NA,NA,NA,NA,"6","5","42","8.40","0","83.3%","7.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","3",NA,NA,NA,NA,"3","3","37","12.33","0","100.0%","12.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","4",NA,NA,NA,NA,"3","2","29","14.50","0","66.7%","9.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","6",NA,NA,NA,NA,"6","6","131","21.83","1","100.0%","21.83","1","6","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","7",NA,NA,NA,NA,"6","3","28","9.33","0","50.0%","4.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","8",NA,NA,NA,NA,"7","4","47","11.75","0","57.1%","6.71","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","9",NA,NA,NA,NA,"2","2","13","6.50","0","100.0%","6.50","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","10",NA,NA,NA,NA,"9","5","71","14.20","0","55.6%","7.89","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","11",NA,NA,NA,NA,"8","5","38","7.60","1","62.5%","4.75","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","12",NA,NA,NA,NA,"4","4","25","6.25","0","100.0%","6.25","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","13",NA,NA,NA,NA,"4","3","26","8.67","0","75.0%","6.50","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","14",NA,NA,NA,NA,"3","2","14","7.00","0","66.7%","4.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","15",NA,NA,NA,NA,"2","1","3","3.00","1","50.0%","1.50","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR","16",NA,NA,NA,NA,"4","2","14","7.00","0","50.0%","3.50","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jordan Shipley","WR",NA,NA,NA,NA,NA,"74","52","600","11.54","3","70.3%","8.11","3","18","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","1",NA,NA,NA,NA,"3","3","23","7.67","0","100.0%","7.67","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","2",NA,NA,NA,NA,"5","3","37","12.33","0","60.0%","7.40","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","3",NA,NA,NA,NA,"8","8","78","9.75","1","100.0%","9.75","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","4",NA,NA,NA,NA,"8","6","58","9.67","0","75.0%","7.25","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","5",NA,NA,NA,NA,"5","3","30","10.00","1","60.0%","6.00","1","6","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","6",NA,NA,NA,NA,"5","2","21","10.50","0","40.0%","4.20","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","7",NA,NA,NA,NA,"4","2","30","15.00","0","50.0%","7.50","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","8",NA,NA,NA,NA,"4","3","30","10.00","0","75.0%","7.50","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","9",NA,NA,NA,NA,"2","1","7","7.00","1","50.0%","3.50","1","6","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","12",NA,NA,NA,NA,"3","2","28","14.00","0","66.7%","9.33","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","13",NA,NA,NA,NA,"5","4","29","7.25","0","80.0%","5.80","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","14",NA,NA,NA,NA,"6","3","25","8.33","0","50.0%","4.17","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","15",NA,NA,NA,NA,"1","1","12","12.00","0","100.0%","12.00","0","0","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE",NA,NA,NA,NA,NA,"59","41","408","9.95","3","69.5%","6.92","3","18","0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Jeremy Shockey","TE","17",NA,NA,NA,NA,"4","2","24","12.00","0","50.0%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mickey Shuler","TE","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mickey Shuler","TE","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mickey Shuler","TE","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mickey Shuler","TE","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
"Mickey Shuler","TE","15",NA,NA,NA,NA,"4","2","44","22.00","0","50.0%","11.00",NA,NA,"0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
