"player","position","game_num","week_num","gs","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","all_td","scoring","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","two_pt_md","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","status","reason","def_int","def_int_yds","def_int_td","pass_defended","year"
"Damien Williams","RB","1","1","0","6","12","2.00","0","5","4","28","7.00","0","80.0%","5.60","0","0",NA,NA,NA,NA,NA,NA,"30","43%","0","0%","1","5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","2","2","0","2","6","3.00","0","3","2","-2","-1.00","0","66.7%","-0.67","0","0",NA,NA,NA,NA,NA,NA,"15","23%","0","0%","5","23%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","3","3","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"7","16%","0","0%","8","30%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","2","0","2","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","4","4","0","8","55","6.88","1","2","2","15","7.50","0","100.0%","7.50","1","6",NA,NA,NA,NA,NA,NA,"19","33%","0","0%","5","24%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","5","5","*","16","64","4.00","1","3","2","20","10.00","0","66.7%","6.67","1","6",NA,NA,NA,NA,NA,NA,"31","48%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Damien Williams","RB","7","7","0","3","5","1.67","0","1","1","3","3.00","0","100.0%","3.00","0","0",NA,NA,NA,NA,NA,NA,"11","17%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","8","8","*","2","-3","-1.50","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"4","6%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Damien Williams","RB","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Damien Williams","RB","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Damien Williams","RB","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Damien Williams","RB","13","14","0","2","13","6.50","0","1","1","4","4.00","0","100.0%","4.00","0","0",NA,NA,NA,NA,NA,NA,"7","11%","0","0%","8","22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","14","15","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"5","7%","0","0%","11","52%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","15","16","0","1","12","12.00","0","2","1","2","2.00","0","50.0%","1.00","0","0",NA,NA,NA,NA,NA,NA,"9","12%","0","0%","11","44%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","16","17","0","0","0","0","0","1","0","0","0","0","0.0%","0.00","0","0",NA,NA,NA,NA,NA,NA,"12","18%","0","0%","13","57%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0","0",NA,NA,NA,NA,NA,2021
"Damien Williams","RB","17","18","0","0","0","0","0","5","3","33","11.00","1","60.0%","6.60","1","6",NA,NA,NA,NA,NA,NA,"16","20%","0","0%","11","44%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","1","1","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","1","1","0","1","4","4.00","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"14","22%","0","0%","5","21%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","2","2","0","3","-2","-0.67","1","0","0","0","0","0","0.0%","0","1","6",NA,NA,NA,NA,NA,NA,"14","27%","0","0%","10","36%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","3","3","0","7","28","4.00","0","3","2","11","5.50","0","66.7%","3.67","0","0",NA,NA,NA,NA,NA,NA,"27","34%","0","0%","7","29%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","4","4","0","10","42","4.20","1","2","2","16","8.00","0","100.0%","8.00","1","6",NA,NA,NA,NA,NA,NA,"24","36%","0","0%","6","22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","5","5","0","5","27","5.40","0","5","3","18","6.00","0","60.0%","3.60","0","0",NA,NA,NA,NA,NA,NA,"37","43%","0","0%","9","31%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","6","6","*","21","62","2.95","2","4","3","27","9.00","0","75.0%","6.75","2","12",NA,NA,NA,NA,NA,NA,"59","72%","0","0%","4","16%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","7","7","*","5","20","4.00","0","4","3","30","10.00","0","75.0%","7.50","0","0",NA,NA,NA,NA,NA,NA,"46","64%","0","0%","2","11%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","8","8","*","13","49","3.77","0","6","6","61","10.17","0","100.0%","10.17","0","0",NA,NA,NA,NA,NA,NA,"52","64%","0","0%","4","16%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","9","9","*","19","70","3.68","0","4","3","7","2.33","0","75.0%","1.75","0","0",NA,NA,NA,NA,NA,NA,"35","54%","0","0%","6","27%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","10","10","*","11","43","3.91","0","9","9","101","11.22","1","100.0%","11.22","1","6",NA,NA,NA,NA,NA,NA,"45","59%","0","0%","2","7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","11","11","0","5","15","3.00","0","3","1","11","11.00","0","33.3%","3.67","0","0",NA,NA,NA,NA,NA,NA,"36","53%","0","0%","7","26%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","12","13","0","5","20","4.00","0","3","3","60","20.00","0","100.0%","20.00","0","0",NA,NA,NA,NA,NA,NA,"26","46%","0","0%","6","27%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","13","14","0","2","8","4.00","0","3","3","31","10.33","1","100.0%","10.33","1","6",NA,NA,NA,NA,NA,NA,"23","35%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","14","15","0","5","12","2.40","0","1","0","0","0","0","0.0%","0.00","0","0",NA,NA,NA,NA,NA,NA,"21","29%","0","0%","7","32%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","15","16","0","11","55","5.00","0","3","3","30","10.00","0","100.0%","10.00","0","0",NA,NA,NA,NA,NA,NA,"29","42%","0","0%","4","15%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","16","17","*","14","88","6.29","2","3","3","19","6.33","0","100.0%","6.33","2","12",NA,NA,NA,NA,NA,NA,"49","80%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","17","18","*","7","17","2.43","0","4","3","30","10.00","0","75.0%","7.50","0","0",NA,NA,NA,NA,NA,NA,"31","40%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","18","19","0","1","4","4.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","8","12%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Darrel Williams","RB","19","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Darrel Williams","RB","20","21","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","2","3%","0","0%","7","26%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","1","1","*","9","54","6.00","1","9","8","56","7.00","0","88.9%","6.22","1","6","0","0","0","0","0","0","32","35%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","2","2","*","7","25","3.57","0","3","3","12","4.00","0","100.0%","4.00","0","0","0","0","0","0","0","0","22","39%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","3","3","*","12","42","3.50","1","2","2","25","12.50","0","100.0%","12.50","1","6","0","0","0","0","0","0","31","49%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","4","4","*","14","66","4.71","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","21","30%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","5","5","*","13","57","4.38","0","2","2","8","4.00","0","100.0%","4.00","0","0","0","0","0","0","0","0","22","32%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","6","6","*","4","11","2.75","0","2","1","-2","-2.00","0","50.0%","-1.00","0","0","0","0","0","0","0","0","19","30%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","7","7","*","12","57","4.75","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","20","29%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Jamaal Williams","RB","9","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Jamaal Williams","RB","10","11","*","7","11","1.57","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","13","27%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","11","12","0","15","65","4.33","0","5","5","18","3.60","0","100.0%","3.60","0","0","0","0","0","0","0","0","31","63%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","12","13","*","17","71","4.18","0","1","1","9","9.00","0","100.0%","9.00","0","0","1","0","0","0","0","0","34","47%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jamaal Williams","RB","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jamaal Williams","RB","15","16","*","19","77","4.05","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","28","42%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","16","17","*","11","22","2.00","1","3","3","22","7.33","0","100.0%","7.33","1","6","0","0","0","0","0","0","20","32%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamaal Williams","RB","17","18","0","13","43","3.31","0","1","1","9","9.00","0","100.0%","9.00","0","0","0","0","0","0","0","0","24","41%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","1","1","0","14","45","3.21","0","1","1","-4","-4.00","0","100.0%","-4.00","0","0","0","0","0","0","0","0","33","50%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","2","2","0","13","64","4.92","0","1","1","10","10.00","0","100.0%","10.00","0","0","0","0","0","0","0","0","28","41%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","3","3","0","12","29","2.42","1","4","3","33","11.00","0","75.0%","8.25","1","6","1","1","0","0","0","0","27","40%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","4","4","0","7","48","6.86","0","3","3","11","3.67","0","100.0%","3.67","0","0","0","0","0","0","0","0","31","51%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","5","5","0","8","61","7.63","0","3","3","25","8.33","0","100.0%","8.33","0","0","0","0","0","0","0","0","25","42%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","6","6","0","11","53","4.82","0","3","3","15","5.00","0","100.0%","5.00","0","0","0","0","0","0","0","0","38","47%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","7","7","0","4","20","5.00","0","7","6","32","5.33","1","85.7%","4.57","1","6","0","0","0","0","0","0","21","42%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","8","8","0","9","35","3.89","0","4","2","13","6.50","0","50.0%","3.25","0","0","0","0","0","0","0","0","23","43%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","9","9","0","17","111","6.53","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","37","47%","0","0%","2","9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","10","10","0","8","48","6.00","0","3","2","1","0.50","0","66.7%","0.33","0","0","0","0","0","0","0","0","33","57%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","11","12","0","14","54","3.86","1","4","3","57","19.00","0","75.0%","14.25","1","6","0","0","0","0","0","0","36","58%","0","0%","1","5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","12","13","*","23","102","4.43","0","9","6","76","12.67","1","66.7%","8.44","1","6","1","0","0","1","0","0","60","78%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","13","14","0","15","73","4.87","1","2","1","10","10.00","1","50.0%","5.00","2","12","0","0","0","0","0","0","33","49%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","14","15","0","15","72","4.80","0","4","4","9","2.25","0","100.0%","2.25","0","0","0","0","0","0","0","0","44","59%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","15","16","0","7","12","1.71","1","2","2","8","4.00","0","100.0%","4.00","1","6","0","0","0","0","0","0","22","52%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","16","17","0","14","30","2.14","0","1","1","2","2.00","0","100.0%","2.00","0","0","0","0","0","0","0","0","30","50%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Javonte Williams","RB","17","18","0","12","46","3.83","0","2","2","18","9.00","0","100.0%","9.00","0","0","0","0","0","0","0","0","30","56%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,2021
"Jonathan Williams","RB","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jonathan Williams","RB","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jonathan Williams","RB","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
