"player","position","game_num","week_num","gs","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","all_td","scoring","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","two_pt_md","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","status","reason","def_int","def_int_yds","def_int_td","pass_defended","year"
"Ameer Abdullah","RB","1","1","0","1","4","4.00","0","2","2","15","7.50","0","100.0%","7.50","0","0",NA,NA,NA,NA,NA,NA,"9","11%","0","0%","5","15%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","2","2","0","0","0","0","0","1","0","0","0","0","0.0%","0.00","0","0",NA,NA,NA,NA,NA,NA,"1","2%","0","0%","19","53%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","3","3","0","5","24","4.80","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"22","29%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","4","4","0","0","0","0","0","1","1","2","2.00","0","100.0%","2.00","0","0",NA,NA,NA,NA,NA,NA,"5","7%","0","0%","7","32%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","26","26.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","5","5","0","1","2","2.00","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"12","18%","0","0%","5","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","68","17.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","6","6","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","7","20%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","68","34.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","7","7","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","6","22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","39","13.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","8","8","0","8","31","3.88","0","5","3","35","11.67","0","60.0%","7.00","0","0",NA,NA,NA,NA,NA,NA,"22","30%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","9","9","0","1","0","0.00","0","5","4","30","7.50","0","80.0%","6.00","0","0",NA,NA,NA,NA,NA,NA,"22","37%","0","0%","5","23%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","43","21.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","10","10","0","9","24","2.67","0","4","4","27","6.75","0","100.0%","6.75","0","0",NA,NA,NA,NA,NA,NA,"16","21%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","26","26.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","11","11","*","1","6","6.00","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"8","16%","0","0%","6","23%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","21","21.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","12","12","0","2","4","2.00","0","6","2","20","10.00","0","33.3%","3.33","0","0",NA,NA,NA,NA,NA,NA,"27","49%","0","0%","7","25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","13","14","0","4","16","4.00","0","4","2","17","8.50","0","50.0%","4.25","0","0",NA,NA,NA,NA,NA,NA,"38","59%","0","0%","7","30%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","75","25.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","14","15","0","4","7","1.75","0","4","4","48","12.00","1","100.0%","12.00","1","6",NA,NA,NA,NA,NA,NA,"40","53%","0","0%","5","23%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","70","17.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","15","16","0","2","1","0.50","0","6","3","8","2.67","0","50.0%","1.33","0","0",NA,NA,NA,NA,NA,NA,"23","33%","0","0%","8","30%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","76","25.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","16","17","0","6","21","3.50","0","4","4","31","7.75","0","100.0%","7.75","0","0",NA,NA,NA,NA,NA,NA,"29","48%","0","0%","5","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","18","18.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Ameer Abdullah","RB","17","18","0","7","26","3.71","0","11","9","56","6.22","0","81.8%","5.09","0","0",NA,NA,NA,NA,NA,NA,"40","56%","0","0%","8","29%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","116","29.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Davante Adams","WR","1","1","*",NA,NA,NA,NA,"7","5","56","11.20","0","71.4%","8.00","0","0",NA,NA,NA,NA,NA,NA,"40","70%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","2","2","*",NA,NA,NA,NA,"9","8","121","15.13","0","88.9%","13.44","0","0",NA,NA,NA,NA,NA,NA,"57","88%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","3","3","*",NA,NA,NA,NA,"18","12","132","11.00","1","66.7%","7.33","1","6",NA,NA,NA,NA,NA,NA,"56","89%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","4","4","*",NA,NA,NA,NA,"11","6","64","10.67","0","54.5%","5.82","0","0",NA,NA,NA,NA,NA,NA,"63","88%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","5","5","*",NA,NA,NA,NA,"16","11","206","18.73","1","68.8%","12.88","1","6",NA,NA,NA,NA,NA,NA,"58","91%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","6","6","*",NA,NA,NA,NA,"5","4","89","22.25","0","80.0%","17.80","0","0",NA,NA,NA,NA,NA,NA,"50","85%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","7","7","*",NA,NA,NA,NA,"7","6","76","12.67","1","85.7%","10.86","1","6",NA,NA,NA,NA,NA,NA,"48","86%","0","0%","1","5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Davante Adams","WR","9","9","*",NA,NA,NA,NA,"14","6","42","7.00","0","42.9%","3.00","0","0",NA,NA,NA,NA,NA,NA,"58","92%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","10","10","*",NA,NA,NA,NA,"11","7","78","11.14","0","63.6%","7.09","0","0",NA,NA,NA,NA,NA,NA,"70","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","11","11","*",NA,NA,NA,NA,"8","7","115","16.43","2","87.5%","14.38","2","12",NA,NA,NA,NA,NA,NA,"52","88%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","12","12","*",NA,NA,NA,NA,"9","8","104","13.00","0","88.9%","11.56","0","0",NA,NA,NA,NA,NA,NA,"80","98%","0","0%","1","3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","13","14","*",NA,NA,NA,NA,"13","10","121","12.10","2","76.9%","9.31","2","12",NA,NA,NA,NA,NA,NA,"58","89%","0","0%","1","3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","14","15","*",NA,NA,NA,NA,"7","6","44","7.33","1","85.7%","6.29","1","6",NA,NA,NA,NA,NA,NA,"57","92%","0","0%","2","8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","15","16","*",NA,NA,NA,NA,"13","10","114","11.40","2","76.9%","8.77","2","12",NA,NA,NA,NA,NA,NA,"55","93%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","16","17","*",NA,NA,NA,NA,"14","11","136","12.36","1","78.6%","9.71","1","6",NA,NA,NA,NA,NA,NA,"62","83%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","17","18","*",NA,NA,NA,NA,"7","6","55","9.17","0","85.7%","7.86","0","0",NA,NA,NA,NA,NA,NA,"22","32%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Davante Adams","WR","18","20","*",NA,NA,NA,NA,"11","9","90","10.00","0","81.8%","8.18",NA,NA,NA,NA,NA,NA,NA,NA,"53","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Josh Adams","","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Josh Adams","","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Josh Adams","","3","3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0%","0","0%","11","48%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Josh Adams","","9","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Josh Adams","","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Josh Adams","","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Josh Adams","","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Josh Adams","","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Josh Adams","","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Josh Adams","","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Josh Adams","","16","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","12","13","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","13%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Rodney Adams","","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","16","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Rodney Adams","","17","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Nelson Agholor","WR","1","1","*","0","0","0","0","7","5","72","14.40","1","71.4%","10.29","1","6",NA,NA,NA,NA,NA,NA,"64","85%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","2","2","*","0","0","0","0","3","3","21","7.00","0","100.0%","7.00","0","0",NA,NA,NA,NA,NA,NA,"51","86%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","3","3","*","0","0","0","0","8","2","17","8.50","0","25.0%","2.13","0","0",NA,NA,NA,NA,NA,NA,"58","81%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","4","4","*","1","4","4.00","0","5","3","55","18.33","0","60.0%","11.00","0","0",NA,NA,NA,NA,NA,NA,"43","73%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","5","5","*","0","0","0","0","4","3","32","10.67","0","75.0%","8.00","0","0",NA,NA,NA,NA,NA,NA,"43","67%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","6","6","0","1","1","1.00","0","4","1","27","27.00","0","25.0%","6.75","0","0",NA,NA,NA,NA,NA,NA,"32","59%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","7","7","*","0","0","0","0","5","2","51","25.50","1","40.0%","10.20","1","6",NA,NA,NA,NA,NA,NA,"43","57%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","8","8","*","0","0","0","0","6","3","60","20.00","0","50.0%","10.00","0","0",NA,NA,NA,NA,NA,NA,"61","79%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","9","9","*","0","0","0","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"54","87%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
