"player","position","game_num","week_num","gs","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","two_pt_md","all_td","scoring","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","reason","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","safety_md","def_int","def_int_yds","def_int_td","pass_defended","year"
"Tyler Higbee","TE","12","13","*","0","0","0","0","6","4","24","6.00","1","66.7%","4.00","0","1","6",NA,NA,NA,NA,NA,NA,"69","84%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tyler Higbee","TE","13","14","*","0","0","0","0","2","2","34","17.00","0","100.0%","17.00","0","0","0",NA,NA,NA,NA,NA,NA,"55","87%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tyler Higbee","TE","14","15","*","0","0","0","0","5","4","67","16.75","1","80.0%","13.40","0","1","6",NA,NA,NA,NA,NA,NA,"49","83%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tyler Higbee","TE","15","16","*","0","0","0","0","6","3","34","11.33","0","50.0%","5.67","0","0","0",NA,NA,NA,NA,NA,NA,"52","69%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tyler Higbee","TE","16","17","*","0","0","0","0","4","3","41","13.67","0","75.0%","10.25","0","0","0",NA,NA,NA,NA,NA,NA,"60","82%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tyler Higbee","TE","18","18","*",NA,NA,NA,NA,"3","1","4","4.00","0","33.3%","1.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","87%","0","0%","1","3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tyler Higbee","TE","19","19","*",NA,NA,NA,NA,"2","2","5","2.50","0","100.0%","2.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","63%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","1","1","0",NA,NA,NA,NA,"1","1","9","9.00","0","100.0%","9.00",NA,"0","0","0","0","0","0","0","0","16","22%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","2","2","0",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0","5","9%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","5","5","*",NA,NA,NA,NA,"3","3","31","10.33","1","100.0%","10.33",NA,"1","6","0","0","0","0","0","0","40","55%","0","0%","2","7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","6","6","0",NA,NA,NA,NA,"2","1","13","13.00","1","50.0%","6.50",NA,"1","6","0","0","0","0","0","0","34","60%","0","0%","5","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","7","7","0",NA,NA,NA,NA,"6","6","110","18.33","0","100.0%","18.33",NA,"0","0","0","0","0","0","0","0","44","85%","0","0%","7","25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","8","8","0",NA,NA,NA,NA,"3","1","14","14.00","0","33.3%","4.67",NA,"0","0","0","0","0","0","0","0","35","71%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","9","10","0",NA,NA,NA,NA,"4","3","48","16.00","0","75.0%","12.00",NA,"0","0","0","0","0","0","0","0","38","58%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","10","11","0",NA,NA,NA,NA,"4","3","65","21.67","0","75.0%","16.25",NA,"0","0","0","0","0","0","0","0","40","60%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","11","12","*",NA,NA,NA,NA,"2","1","15","15.00","0","50.0%","7.50",NA,"0","0","0","0","0","0","0","0","41","61%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","12","13","*",NA,NA,NA,NA,"9","6","95","15.83","1","66.7%","10.56",NA,"1","6","0","0","0","0","0","0","49","67%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","13","14","*",NA,NA,NA,NA,"10","6","68","11.33","1","60.0%","6.80",NA,"1","6","3","0","0","2","-22","0","69","82%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","14","15","*",NA,NA,NA,NA,"5","4","76","19.00","0","80.0%","15.20",NA,"0","0","0","0","0","0","0","0","47","73%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19 List",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","16","17","*",NA,NA,NA,NA,"3","2","55","27.50","0","66.7%","18.33",NA,"0","0","0","0","0","0","0","0","44","71%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","18","18","0",NA,NA,NA,NA,"7","2","28","14.00","0","28.6%","4.00",NA,NA,NA,"0","0","0","0","0","0","52","78%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Rashard Higgins","WR","19","19","*",NA,NA,NA,NA,"7","5","88","17.60","0","71.4%","12.57",NA,NA,NA,"1","1","0","0","0","0","55","86%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","1","1","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0","15","22%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","2","2","*","0","0","0","0","6","3","35","11.67","0","50.0%","5.83",NA,"0","0","0","0","0","0","0","0","60","65%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","3","3","*","0","0","0","0","9","5","40","8.00","2","55.6%","4.44",NA,"2","12","0","0","0","0","0","0","57","79%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","4","4","0","1","13","13.00","0","7","4","77","19.25","0","57.1%","11.00",NA,"0","0","0","0","0","0","0","0","43","57%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","5","5","*","0","0","0","0","8","4","62","15.50","0","50.0%","7.75",NA,"0","0","0","0","0","0","0","0","54","81%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","6","6","*","1","2","2.00","0","8","6","125","20.83","0","75.0%","15.63",NA,"0","0","0","0","0","0","0","0","59","81%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","7","7","*","1","7","7.00","0","5","5","71","14.20","1","100.0%","14.20",NA,"1","6","0","0","0","0","0","0","63","84%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","8","8","*","2","6","3.00","0","9","6","78","13.00","0","66.7%","8.67",NA,"0","0","0","0","0","0","0","0","57","78%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","9","10","*","0","0","0","0","9","7","115","16.43","1","77.8%","12.78",NA,"1","6","1","1","0","0","0","0","55","85%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","10","11","*","0","0","0","0","10","3","26","8.67","0","30.0%","2.60",NA,"0","0","0","0","0","0","0","0","62","91%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","11","12","*","0","0","0","0","5","5","44","8.80","1","100.0%","8.80",NA,"1","6","0","0","0","0","0","0","45","92%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","12","13","*","0","0","0","0","8","5","56","11.20","0","62.5%","7.00",NA,"0","0","0","0","0","0","0","0","47","90%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","13","14","*","0","0","0","0","8","5","49","9.80","0","62.5%","6.13",NA,"0","0","0","0","0","0","0","0","65","90%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","14","15","*","0","0","0","0","6","3","31","10.33","0","50.0%","5.17",NA,"0","0","0","0","0","0","0","0","56","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","15","16","*","0","0","0","0","9","6","99","16.50","1","66.7%","11.00",NA,"1","6","0","0","0","0","0","0","64","84%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Tee Higgins","WR","16","17","*","0","0","0","0","1","0","0","0","0","0.0%","0.00",NA,"0","0","0","0","0","0","0","0","3","7%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","1","1","0","0","0","0","0","4","1","-2","-2.00","0","25.0%","-0.50","0","0","0",NA,NA,NA,NA,NA,NA,"27","40%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","2","2","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0","0",NA,NA,NA,NA,NA,NA,"7","10%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","3","3","*","0","0","0","0","3","2","19","9.50","0","66.7%","6.33","0","0","0",NA,NA,NA,NA,NA,NA,"78","86%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","4","4","*","0","0","0","0","2","2","22","11.00","0","100.0%","11.00","0","0","0",NA,NA,NA,NA,NA,NA,"50","81%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","5","5","*","0","0","0","0","6","2","18","9.00","0","33.3%","3.00","1","0","2",NA,NA,NA,NA,NA,NA,"48","81%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","6","6","*","0","0","0","0","4","1","50","50.00","0","25.0%","12.50","0","0","0",NA,NA,NA,NA,NA,NA,"43","60%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","7","7","0","0","0","0","0","2","1","59","59.00","0","50.0%","29.50","0","0","0",NA,NA,NA,NA,NA,NA,"30","37%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","8","8","0","0","0","0","0","3","0","0","0","0","0.0%","0.00","0","0","0",NA,NA,NA,NA,NA,NA,"10","16%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","9","10","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0","0",NA,NA,NA,NA,NA,NA,"3","4%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","10","11","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0","0",NA,NA,NA,NA,NA,NA,"1","1%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","11","12","0","0","0","0","0","1","1","1","1.00","0","100.0%","1.00","0","0","0",NA,NA,NA,NA,NA,NA,"19","27%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","12","13","0","0","0","0","0","2","0","0","0","0","0.0%","0.00","0","0","0",NA,NA,NA,NA,NA,NA,"18","29%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"John Hightower","WR","16","17","0","1","1","1.00","0","2","0","0","0","0","0.0%","0.00","0","0","0",NA,NA,NA,NA,NA,NA,"12","18%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Brian Hill","RB","1","1","0","3","12","4.00","0","2","2","8","4.00","0","100.0%","4.00",NA,"0","0","0","0","0","0","0","0","21","26%","0","0%","7","24%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","2","2","0","3","14","4.67","0","2","2","11","5.50","0","100.0%","5.50",NA,"0","0","0","0","0","0","0","0","15","20%","0","0%","12","32%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","3","3","0","9","58","6.44","1","3","1","22","22.00","0","33.3%","7.33",NA,"1","6","0","0","0","0","0","0","23","34%","0","0%","16","46%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","4","4","0","4","10","2.50","0","2","2","13","6.50","0","100.0%","6.50",NA,"0","0","0","0","0","0","0","0","16","23%","0","0%","9","39%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","5","5","0","6","39","6.50","0","2","2","15","7.50","0","100.0%","7.50",NA,"0","0","0","0","0","0","0","0","20","31%","0","0%","5","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","6","6","0","10","28","2.80","0","2","2","6","3.00","0","100.0%","3.00",NA,"0","0","1","1","0","0","0","0","21","26%","0","0%","5","17%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","7","7","0","2","3","1.50","0","3","3","27","9.00","0","100.0%","9.00",NA,"0","0","0","0","0","0","0","0","17","23%","0","0%","4","17%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","8","8","0","11","55","5.00","0","3","2","9","4.50","0","66.7%","3.00",NA,"0","0","0","0","0","0","0","0","25","36%","0","0%","4","17%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","9","9","0","8","24","3.00","0","1","0","0","0","0","0.0%","0.00",NA,"0","0","0","0","0","0","0","0","19","27%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","10","11","0","4","18","4.50","0","0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0","26","42%","0","0%","2","7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","11","12","*","13","55","4.23","0","1","0","0","0","0","0.0%","0.00",NA,"0","0","0","0","0","0","0","0","39","50%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","12","13","0","5","18","3.60","0","0","0","0","0","0","0.0%","0",NA,"0","0","0","0","0","0","0","0","11","16%","0","0%","6","23%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","13","14","0","1","3","3.00","0","1","1","12","12.00","0","100.0%","12.00",NA,"0","0","0","0","0","0","0","0","9","16%","0","0%","5","24%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","1","1","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","14","15","0","5","-2","-0.40","0","2","2","9","4.50","0","100.0%","4.50",NA,"0","0","0","0","0","0","0","0","15","23%","0","0%","16","48%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","15","16","0","7","36","5.14","0","3","3","25","8.33","0","100.0%","8.33",NA,"0","0","0","0","0","0","0","0","19","28%","0","0%","9","41%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Brian Hill","RB","16","17","0","9","94","10.44","0","3","3","42","14.00","0","100.0%","14.00",NA,"0","0","1","0","0","1","0","0","31","43%","0","0%","8","29%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Dontrell Hilliard","RB","4","4","0","5","19","3.80","0","1","1","2","2.00","0","100.0%","2.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","20%","0","0%","18","58%","1","8","8.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
