"player","position","game_num","week_num","gs","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","two_pt_md","all_td","scoring","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","reason","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","safety_md","def_int","def_int_yds","def_int_td","pass_defended","year"
"Ameer Abdullah","RB","1","1","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"2","4%","0","0%","17","65%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","2","2","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","2%","0","0%","17","68%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","3","3","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","21","58%","2","47","23.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","4","4","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","20","63%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","5","5","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","1%","0","0%","15","60%","2","37","18.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","6","6","0","2","7","3.50","0","1","1","1","1.00","0","100.0%","1.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"16","29%","0","0%","20","69%","3","73","24.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","7","8","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","13","68%","1","9","9.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","8","9","0","0","0","0","0","1","1","22","22.00","1","100.0%","22.00",NA,"1","6",NA,NA,NA,NA,NA,NA,"1","2%","0","0%","18","60%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","9","10","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"3","4%","0","0%","14","56%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","10","11","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","11","42%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","11","12","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","15","52%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","12","13","0","2","11","5.50","0","1","1","18","18.00","0","100.0%","18.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"4","4%","0","0%","16","47%","2","49","24.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","13","14","0","3","11","3.67","0","2","2","10","5.00","0","100.0%","5.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"15","19%","0","0%","12","55%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","14","15","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","1%","0","0%","14","48%","1","30","30.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","15","16","0","1","13","13.00","0","1","0","0","0","0","0.0%","0.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"11","17%","0","0%","16","52%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Ameer Abdullah","RB","16","17","0","0","0","0","0","3","3","7","2.33","1","100.0%","2.33",NA,"1","6",NA,NA,NA,NA,NA,NA,"16","20%","0","0%","16","53%","4","107","26.75","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Davante Adams","WR","1","1","*",NA,NA,NA,NA,"17","14","156","11.14","2","82.4%","9.18",NA,"2","12","0","0","0","0","0","0","70","90%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","2","2","*",NA,NA,NA,NA,"3","3","36","12.00","0","100.0%","12.00",NA,"0","0","0","0","0","0","0","0","38","52%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","5","6","*",NA,NA,NA,NA,"10","6","61","10.17","0","60.0%","6.10",NA,"0","0","0","0","0","0","0","0","52","83%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","6","7","*",NA,NA,NA,NA,"16","13","196","15.08","2","81.3%","12.25",NA,"2","12","0","0","0","0","0","0","57","92%","0","0%","1","3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","7","8","*",NA,NA,NA,NA,"11","7","53","7.57","3","63.6%","4.82",NA,"3","18","0","0","0","0","0","0","70","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","8","9","*",NA,NA,NA,NA,"12","10","173","17.30","1","83.3%","14.42",NA,"1","6","0","0","0","0","0","0","50","76%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","9","10","*",NA,NA,NA,NA,"12","8","66","8.25","1","66.7%","5.50",NA,"1","6","1","1","0","0","0","0","53","82%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","10","11","*",NA,NA,NA,NA,"9","7","106","15.14","1","77.8%","11.78",NA,"1","6","0","0","0","0","0","0","57","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","11","12","*",NA,NA,NA,NA,"9","6","61","10.17","1","66.7%","6.78",NA,"1","6","0","0","0","0","0","0","63","89%","0","0%","2","8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","12","13","*",NA,NA,NA,NA,"12","10","121","12.10","2","83.3%","10.08",NA,"2","12","0","0","0","0","0","0","54","89%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","13","14","*",NA,NA,NA,NA,"10","7","115","16.43","1","70.0%","11.50",NA,"1","6","0","0","0","0","0","0","62","93%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","14","15","*",NA,NA,NA,NA,"10","7","42","6.00","0","70.0%","4.20",NA,"0","0","0","0","0","0","0","0","60","97%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","15","16","*",NA,NA,NA,NA,"12","11","142","12.91","3","91.7%","11.83",NA,"3","18","0","0","0","0","0","0","47","71%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","16","17","*",NA,NA,NA,NA,"6","6","46","7.67","1","100.0%","7.67",NA,"1","6","0","0","0","0","0","0","41","89%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","18","19","*",NA,NA,NA,NA,"10","9","66","7.33","1","90.0%","6.60",NA,"1","6",NA,NA,NA,NA,NA,NA,"62","82%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Davante Adams","WR","19","20","*",NA,NA,NA,NA,"15","9","67","7.44","1","60.0%","4.47",NA,"1","6",NA,NA,NA,NA,NA,NA,"68","96%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Josh Adams","RB","1","1","0","2","8","4.00","1","2","2","14","7.00","0","100.0%","7.00",NA,"1","6",NA,NA,NA,NA,NA,NA,"13","23%","0","0%","6","23%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Josh Adams","RB","2","2","0","1","0","0.00","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"5","8%","0","0%","12","44%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Josh Adams","RB","11","12","0","1","1","1.00","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","2%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Josh Adams","RB","12","13","0","8","74","9.25","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"19","31%","0","0%","5","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Josh Adams","RB","13","14","0","6","27","4.50","0","2","2","3","1.50","0","100.0%","1.50",NA,"0","0",NA,NA,NA,NA,NA,NA,"12","23%","0","0%","4","14%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Josh Adams","RB","14","15","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"1","2%","0","0%","10","34%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Josh Adams","RB","15","16","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","9","27%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","1","1","0","0",NA,NA,NA,NA,NA,2020
"Josh Adams","RB","16","17","0","11","47","4.27","1","4","2","12","6.00","0","50.0%","3.00",NA,"1","6",NA,NA,NA,NA,NA,NA,"24","38%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","1","1","0",NA,NA,NA,NA,"1","1","23","23.00","1","100.0%","23.00",NA,"1","6",NA,NA,NA,NA,NA,NA,"12","19%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","2","2","0",NA,NA,NA,NA,"1","1","19","19.00","0","100.0%","19.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"15","19%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","3","3","0",NA,NA,NA,NA,"3","2","32","16.00","0","66.7%","10.67",NA,"0","0",NA,NA,NA,NA,NA,NA,"50","85%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","4","4","*",NA,NA,NA,NA,"4","4","44","11.00","1","100.0%","11.00",NA,"1","6",NA,NA,NA,NA,NA,NA,"67","91%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","5","5","*",NA,NA,NA,NA,"2","2","67","33.50","1","100.0%","33.50",NA,"1","6",NA,NA,NA,NA,NA,NA,"55","79%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","6","7","*",NA,NA,NA,NA,"9","5","107","21.40","1","55.6%","11.89",NA,"1","6",NA,NA,NA,NA,NA,NA,"51","78%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","7","8","*",NA,NA,NA,NA,"2","0","0","0","0","0.0%","0.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"56","78%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","8","9","*",NA,NA,NA,NA,"3","2","55","27.50","1","66.7%","18.33",NA,"1","6",NA,NA,NA,NA,NA,NA,"42","82%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","9","10","*",NA,NA,NA,NA,"4","1","8","8.00","0","25.0%","2.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"43","60%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","10","11","*",NA,NA,NA,NA,"9","6","88","14.67","1","66.7%","9.78",NA,"1","6",NA,NA,NA,NA,NA,NA,"44","75%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","11","12","*",NA,NA,NA,NA,"6","5","54","10.80","0","83.3%","9.00",NA,"0","0",NA,NA,NA,NA,NA,NA,"42","67%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","12","13","*",NA,NA,NA,NA,"11","4","38","9.50","0","36.4%","3.45",NA,"0","0",NA,NA,NA,NA,NA,NA,"52","67%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","13","14","*",NA,NA,NA,NA,"9","5","100","20.00","1","55.6%","11.11",NA,"1","6",NA,NA,NA,NA,NA,NA,"45","66%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","14","15","*",NA,NA,NA,NA,"8","4","49","12.25","0","50.0%","6.13",NA,"0","0",NA,NA,NA,NA,NA,NA,"64","84%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","15","16","*",NA,NA,NA,NA,"6","5","155","31.00","1","83.3%","25.83",NA,"1","6",NA,NA,NA,NA,NA,NA,"49","77%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Nelson Agholor","WR","16","17","*",NA,NA,NA,NA,"4","1","57","57.00","0","25.0%","14.25",NA,"0","0",NA,NA,NA,NA,NA,NA,"44","64%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","1","1","0","0","0","0","0","1","0","0","0","0","0.0%","0.00",NA,"0","0","0","0","0","0","0","0","15","19%","0","0%","15","46%","2","66","33.00","0","1","16","16.00","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","2","2","0","0","0","0","0","1","1","0","0.00","0","100.0%","0.00",NA,"0","0","0","0","0","0","0","0","9","15%","0","0%","11","37%","1","27","27.00","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","3","3","0","1","2","2.00","0","2","2","20","10.00","0","100.0%","10.00",NA,"0","0","0","0","0","0","0","0","14","21%","0","0%","10","36%","2","48","24.00","0","1","19","19.00","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","4","4","0","1","2","2.00","0","2","1","1","1.00","0","50.0%","0.50",NA,"0","0","0","0","0","0","0","0","11","18%","0","0%","14","56%","2","51","25.50","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","5","6","0","0","0","0","0","2","2","17","8.50","0","100.0%","8.50",NA,"0","0","0","0","0","0","0","0","19","25%","0","0%","15","58%","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","6","7","0","0","0","0","0","1","0","0","0","0","0.0%","0.00",NA,"0","0","0","0","0","0","0","0","11","18%","0","0%","12","52%","2","40","20.00","0","2","6","3.00","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","7","8","0","1","11","11.00","0","0","0","0","0","0","0.0%","0",NA,"0","0","1","0","0","1","0","0","7","11%","0","0%","13","43%","2","62","31.00","0","1","2","2.00","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","8","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","9","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","10","11","0","0","0","0","0","6","3","10","3.33","0","50.0%","1.67",NA,"0","0","0","0","0","0","0","0","28","50%","0","0%","11","48%","0","0","0","0","2","16","8.00","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","11","12","*","0","0","0","0","1","0","0","0","0","0.0%","0.00",NA,"0","0","0","0","0","0","0","0","25","30%","0","0%","19","63%","4","90","22.50","0","0","0","0","0",NA,"0","1","0.00","0","0","0","39.6","0","0","0.00","0.00","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","12","13","0","1","0","0.00","0","2","2","24","12.00","0","100.0%","12.00",NA,"0","0","0","0","0","0","0","0","16","24%","0","0%","13","43%","3","48","16.00","0","2","20","10.00","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","13","14","0","1","11","11.00","0","1","1","4","4.00","0","100.0%","4.00",NA,"0","0","0","0","0","0","0","0","11","16%","0","0%","14","54%","2","95","47.50","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","14","15","0","1","7","7.00","0","1","1","13","13.00","0","100.0%","13.00",NA,"0","0","0","0","0","0","0","0","10","15%","0","0%","16","62%","4","116","29.00","0","1","-1","-1.00","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","1","0","1","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","15","16","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"1","6","0","0","0","0","0","0","12","23%","0","0%","20","67%","2","46","23.00","0","2","78","39.00","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","2","0","2","0","0",NA,NA,NA,NA,NA,2020
"Jamal Agnew","WR","16","17","*","0","0","0","0","0","0","0","0","0","0.0%","0",NA,"0","0","1","1","0","0","0","0","11","19%","0","0%","19","64%","2","94","47.00","0","2","22","11.00","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0",NA,NA,NA,NA,NA,2020
"Salvon Ahmed","RB","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
