player,position,game_num,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,punt,punt_yds,punt_yds_per_punt,punt_blocked,safety_md,def_int,def_int_yds,def_int_td,year
Joe Flacco,QB,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,34,62,54.84,362,2,2,69.4,4,27,5.84,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,2,4,6,1.5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,22,33,66.67,211,1,0,94.4,2,14,6.39,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,16,24,66.67,171,0,0,87.3,2,10,7.13,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,25,50,50,347,2,5,46.4,4,26,6.94,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,5,2,13,6.5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,19,32,59.38,269,0,1,73.6,2,18,8.41,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,6,1,6,6,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,20,34,58.82,342,2,0,112.6,5,29,10.06,11.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,7,2,14,7,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,24,34,70.59,215,1,0,97.1,1,10,6.32,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,8,3,25,8.33,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,24,41,58.54,250,2,1,82.4,5,27,6.1,5.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,9,1,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,*,20,36,55.56,140,2,2,60,5,36,3.89,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,10,4,20,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,17,31,54.84,162,1,2,53.4,3,19,5.23,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,11,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,17,26,65.38,273,1,1,97.1,4,28,10.5,9.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,12,4,7,1.75,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,24,35,68.57,251,1,0,98.6,2,14,7.17,7.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,13,1,22,22,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,28,50,56,245,3,3,64.2,2,17,4.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,14,2,13,6.5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,20,38,52.63,222,0,0,70.3,1,7,5.84,5.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,15,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,6,0,0,0,*,22,38,57.89,260,0,2,56.9,4,25,6.84,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,16,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,30,50,60,192,1,3,49.7,2,17,3.84,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Joe Flacco,QB,NA,27,131,4.85,1,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,0,NA,362,614,58.96,3912,19,22,73.1,48,324,6.37,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,1,NA,NA,NA,NA,1,1,7,7,0,100.00%,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,2,NA,NA,NA,NA,8,4,69,17.25,1,50.00%,8.63,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,3,NA,NA,NA,NA,2,2,13,6.5,0,100.00%,6.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,4,NA,NA,NA,NA,7,5,77,15.4,1,71.40%,11,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,5,NA,NA,NA,NA,3,2,15,7.5,0,66.70%,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,6,NA,NA,NA,NA,6,3,16,5.33,0,50.00%,2.67,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,7,NA,NA,NA,NA,5,5,38,7.6,1,100.00%,7.6,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,8,NA,NA,NA,NA,5,3,64,21.33,0,60.00%,12.8,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,9,NA,NA,NA,NA,10,4,33,8.25,0,40.00%,3.3,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,10,NA,NA,NA,NA,10,8,107,13.38,0,80.00%,10.7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,11,NA,NA,NA,NA,8,4,55,13.75,1,50.00%,6.88,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,12,NA,NA,NA,NA,5,3,50,16.67,0,60.00%,10,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,13,NA,NA,NA,NA,9,5,31,6.2,0,55.60%,3.44,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,14,NA,NA,NA,NA,1,0,0,NA,0,0.00%,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,15,NA,NA,NA,NA,3,2,8,4,0,66.70%,2.67,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,16,NA,NA,NA,NA,4,1,25,25,0,25.00%,6.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,NA,NA,NA,NA,NA,87,52,608,11.69,4,59.80%,6.99,4,28,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,17,NA,NA,NA,NA,7,5,46,9.2,1,71.40%,6.57,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,18,NA,NA,NA,NA,11,6,74,12.33,0,54.50%,6.73,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Coby Fleener,TE,NA,NA,NA,NA,NA,18,11,120,10.91,1,61.10%,6.67,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Malcom Floyd,WR,1,NA,NA,NA,NA,5,1,47,47,0,20.00%,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Malcom Floyd,WR,2,NA,NA,NA,NA,6,5,102,20.4,0,83.30%,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Malcom Floyd,WR,NA,NA,NA,NA,NA,11,6,149,24.83,0,54.50%,13.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,1,NA,NA,NA,NA,6,4,82,20.5,0,66.70%,13.67,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,2,NA,NA,NA,NA,7,3,22,7.33,0,42.90%,3.14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,3,NA,NA,NA,NA,6,4,49,12.25,0,66.70%,8.17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,4,NA,NA,NA,NA,10,5,87,17.4,0,50.00%,8.7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,5,NA,NA,NA,NA,7,5,61,12.2,0,71.40%,8.71,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,6,NA,NA,NA,NA,6,5,44,8.8,1,83.30%,7.33,1,6,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,7,NA,NA,NA,NA,10,5,58,11.6,0,50.00%,5.8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,8,NA,NA,NA,NA,4,3,30,10,1,75.00%,7.5,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,9,NA,NA,NA,NA,2,2,31,15.5,0,100.00%,15.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,10,NA,NA,NA,NA,11,6,193,32.17,1,54.50%,17.55,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,11,NA,NA,NA,NA,7,7,104,14.86,0,100.00%,14.86,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,12,NA,NA,NA,NA,10,5,99,19.8,1,50.00%,9.9,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,13,NA,NA,NA,NA,5,2,26,13,0,40.00%,5.2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,14,NA,NA,NA,NA,5,2,33,16.5,0,40.00%,6.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,15,NA,NA,NA,NA,5,1,31,31,1,20.00%,6.2,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,16,NA,NA,NA,NA,12,6,91,15.17,0,50.00%,7.58,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Michael Floyd,WR,NA,NA,NA,NA,NA,113,65,1041,16.02,5,57.50%,9.21,5,30,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Matt Flynn,QB,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,2,50,19,0,0,83.3,0,0,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Matt Flynn,QB,4,3,4,1.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,*,21,32,65.63,227,1,1,83.7,7,33,7.09,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Matt Flynn,QB,11,4,24,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,21,36,58.33,218,1,0,85.2,0,0,6.06,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Matt Flynn,QB,12,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,*,10,20,50,139,0,1,51.9,7,37,6.95,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Matt Flynn,QB,13,6,28,4.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,*,24,32,75,258,1,1,95.6,5,36,8.06,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Matt Flynn,QB,14,3,-3,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,*,26,39,66.67,299,4,1,113.1,2,16,7.67,8.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Matt Flynn,QB,15,2,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,*,21,39,53.85,232,1,1,69.6,3,13,5.95,5.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Matt Flynn,QB,NA,20,65,3.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,124,200,62,1392,8,5,85.7,24,135,6.96,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,1,0,0,0,0,39.6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3,4,75,49,1,0,155.2,0,0,12.25,17.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,5,3,1,0.33,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,16,25,64,197,2,0,114.9,1,3,7.88,9.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,6,3,2,0.67,1,NA,NA,NA,NA,NA,NA,NA,1,6,0,0,0,*,22,31,70.97,296,3,0,133.3,1,9,9.55,11.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,7,3,25,8.33,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,11,29,37.93,80,0,0,46.2,3,15,2.76,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,9,4,10,2.5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,22,28,78.57,406,7,0,158.3,1,1,14.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,10,8,38,4.75,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,*,12,18,66.67,228,3,0,149.3,3,17,12.67,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,11,9,47,5.22,1,NA,NA,NA,NA,NA,NA,NA,1,6,0,0,0,*,17,26,65.38,298,0,0,104.3,3,22,11.46,11.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,12,9,22,2.44,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,21,34,61.76,237,3,0,112,5,35,6.97,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,13,6,23,3.83,1,NA,NA,NA,NA,NA,NA,NA,1,6,0,0,0,*,11,22,50,179,1,1,73.9,0,0,8.14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,14,5,41,8.2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,30,48,62.5,428,3,1,103.5,4,32,8.92,9.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,15,2,17,8.5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,21,25,84,230,2,0,131.7,2,5,9.2,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,16,5,-5,-1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,*,17,26,65.38,263,2,0,124.4,5,34,10.12,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,NA,57,221,3.88,3,NA,NA,NA,NA,NA,NA,NA,3,18,0,1,0,NA,203,317,64.04,2891,27,2,119.2,28,173,9.12,10.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Nick Foles,QB,17,1,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,23,33,69.7,195,2,0,105,2,19,5.91,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,9,NA,NA,NA,NA,1,1,2,2,0,100.00%,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,10,NA,NA,NA,NA,1,1,11,11,0,100.00%,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,11,NA,NA,NA,NA,1,1,20,20,0,100.00%,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,12,NA,NA,NA,NA,1,1,2,2,0,100.00%,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,13,NA,NA,NA,NA,1,0,0,NA,0,0.00%,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,14,NA,NA,NA,NA,2,2,55,27.5,0,100.00%,27.5,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17,8.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,15,NA,NA,NA,NA,2,0,0,NA,0,0.00%,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,16,NA,NA,NA,NA,7,5,43,8.6,0,71.40%,6.14,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Chase Ford,TE,NA,NA,NA,NA,NA,16,11,133,12.09,0,68.80%,8.31,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17,8.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Jacoby Ford,WR,1,0,0,NA,0,2,1,2,2,0,50.00%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,47,23.5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2013
Jacoby Ford,WR,2,0,0,NA,0,2,2,12,6,0,100.00%,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26,26,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2013
Jacoby Ford,WR,3,1,4,4,0,1,1,15,15,0,100.00%,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,45,22.5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2013
Jacoby Ford,WR,4,1,3,3,0,0,0,0,NA,0,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,25,0,2,15,7.5,0,NA,NA,NA,NA,NA,NA,NA,NA,2013
Jacoby Ford,WR,5,0,0,NA,0,2,2,15,7.5,0,100.00%,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,92,23,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2013
Jacoby Ford,WR,6,1,1,1,0,2,1,11,11,0,50.00%,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,18,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2013
