"player","position","game_num","gs","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","rush_att","rush_yds","rush_yds_per_att","rush_td","all_td","scoring","sacks","tackles_solo","tackles_assists","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt","punt_yds","punt_yds_per_punt","punt_blocked","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","two_pt_md","def_int","def_int_yds","def_int_td","year"
"Arian Foster","RB","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","65","2.95","1","1","6","0.0","0","0","9","7","24","3.43","0","77.8%","2.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Arian Foster","RB","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","111","3.58","1","1","6","0.0","0","0","4","3","41","13.67","0","75.0%","10.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Arian Foster","RB","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","41","2.73","0","0","0","0.0","0","0","5","4","33","8.25","0","80.0%","6.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Arian Foster","RB","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","109","6.81","1","1","6","0.0","1","0","6","5","58","11.60","0","83.3%","9.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Arian Foster","RB","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","158","6.87","1","1","6","0.0","0","0","3","3","16","5.33","0","100.0%","5.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Arian Foster","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278","1224","4.40","10","12","72","0.0","3","0","72","53","617","11.64","2","73.6%","8.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Arian Foster","RB","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","153","6.38","2","2","12",NA,NA,NA,"3","3","29","9.67","0","100.0%","9.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Arian Foster","RB","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","132","4.89","1","1","6",NA,NA,NA,"5","5","22","4.40","0","100.0%","4.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Arian Foster","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","285","5.59","3","3","18",NA,NA,NA,"8","8","51","6.38","0","100.0%","6.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Collin Franklin","","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Collin Franklin","","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Collin Franklin","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","1","*","28","43","65.12","259","1","1","79.5","2","7","6.02","5.44","4","26","6.50","0","0","0","0.0","0","0","1","0","-4",NA,"0","0.0%","-4.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","2","*","22","31","70.97","243","1","1","91.2","2","13","7.84","7.03","3","16","5.33","0","0","0","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","3","*","22","32","68.75","180","0","2","56.8","0","0","5.63","2.81","10","35","3.50","1","1","6","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","4","*","25","39","64.10","287","1","0","94.7","2","13","7.36","7.87","6","27","4.50","1","1","6","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","5","*","17","33","51.52","187","0","2","43.4","2","6","5.67","2.94","1","2","2.00","0","0","0","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","6","*","23","41","56.10","303","2","0","95.9","0","0","7.39","8.37","4","3","0.75","0","0","0","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","7","*","29","51","56.86","264","2","4","51.4","1","14","5.18","2.43","0","0",NA,"0","0","0","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","8","*","27","37","72.97","281","1","0","103.5","1","0","7.59","8.14","3","8","2.67","0","0","0","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","9","*","15","33","45.45","170","1","3","33.6","4","29","5.15","1.67","3","25","8.33","0","0","0","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","10","*","28","38","73.68","342","2","2","96.6","2","8","9.00","7.68","1","5","5.00","0","0","0","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","11","*","18","33","54.55","199","1","1","70.1","2","13","6.03","5.27","3","10","3.33","0","0","0","0.0","1","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","13","*","16","30","53.33","181","0","2","43.9","3","14","6.03","3.03","4","26","6.50","1","1","6","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","14","*","17","27","62.96","148","1","0","89.7","3","16","5.48","6.22","4","37","9.25","0","0","0","0.0","0","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","15","*","28","38","73.68","274","1","1","91.3","3","16","7.21","6.55","6","4","0.67","1","1","6","0.0","1","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB","16","*","31","45","68.89","274","2","3","71.9","2","15","6.09","3.98","3","14","4.67","0","0","0","0.0","1","0","0","0","0",NA,"0","0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Josh Freeman","QB",NA,NA,"346","551","62.79","3592","16","22","74.6","29","164","6.52","5.30","55","238","4.33","4","4","24","0.0","3","0","1","0","-4",NA,"0","0.0%","-4.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","2",NA,"5","6","83.33","52","0","0","102.8","1","10","8.67","8.67","1","1","1.00","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","3","*","12","21","57.14","139","1","1","73.3","2","10","6.62","5.43","4","2","0.50","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","4","*","16","42","38.10","196","1","1","51.3","3","26","4.67","4.07","2","14","7.00","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","5","*","15","28","53.57","221","1","0","91.5","3","21","7.89","8.61","5","11","2.20","0",NA,NA,"0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","6","*","12","26","46.15","109","1","0","70.8","5","33","4.19","4.96","3","16","5.33","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","7","*","9","20","45.00","93","0","0","59.0","4","20","4.65","4.65","5","-1","-0.20","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","8","*","10","30","33.33","97","1","2","26.7","1","7","3.23","0.90","4","14","3.50","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","9","*","14","21","66.67","118","1","1","77.1","2","8","5.62","4.43","6","8","1.33","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","10","*","22","41","53.66","210","0","0","68.1","1","15","5.12","5.12","2","10","5.00","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","11","*","13","29","44.83","136","0","1","44.6","6","35","4.69","3.14","1","1","1.00","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","12","*","19","33","57.58","195","2","1","82.3","2","18","5.91","5.76","6","19","3.17","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","13","*","19","33","57.58","217","2","2","72.4","1","8","6.58","5.06","4","-3","-0.75","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","14","*","12","22","54.55","141","1","1","70.5","5","50","6.41","5.27","1","5","5.00","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","15","*","21","42","50.00","198","0","1","53.5","1","11","4.71","3.64","1","4","4.00","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB","16","*","11","19","57.89","92","1","0","88.0","3","21","4.84","5.89","3","-3","-1.00","0",NA,NA,"0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Blaine Gabbert","QB",NA,NA,"210","413","50.85","2214","12","11","65.4","40","293","5.36","4.74","48","98","2.04","0",NA,NA,"0.0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","7","3","54","18.00","1","42.9%","7.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","8","5","62","12.40","0","62.5%","7.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","6","5","60","12.00","0","83.3%","10.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","4","4","62","15.50","0","100.0%","15.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","0","10","2","55","27.50","0","20.0%","5.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","8","4","68","17.00","0","50.0%","8.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","5","4","40","10.00","0","80.0%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","5","4","40","10.00","1","80.0%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","6","3","37","12.33","0","50.0%","6.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","10","7","115","16.43","1","70.0%","11.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","7","5","72","14.40","0","71.4%","10.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","3","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","8","6","92","15.33","1","75.0%","11.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","0","9","6","85","14.17","0","66.7%","9.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","8","6","77","12.83","1","75.0%","9.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","10","4","28","7.00","0","40.0%","2.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Jabar Gaffney","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","30","0.0","2","0","114","68","947","13.93","5","59.6%","8.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Pierre Garcon","WR","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","6","3","39","13.00","0","50.0%","6.50",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","5","3","28","9.33","0","60.0%","5.60",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","10","6","82","13.67","0","60.0%","8.20",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","2","12","0.0","0","0","8","2","146","73.00","2","25.0%","18.25",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","2","12","0.0","0","0","8","5","125","25.00","2","62.5%","15.63",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","11","8","52","6.50","0","72.7%","4.73",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","6","3","31","10.33","0","50.0%","5.17",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","1","0","15","7","66","9.43","0","46.7%","4.40",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","6","3","22","7.33","0","50.0%","3.67",NA,NA,NA,NA,NA,NA,NA,NA,"2","-2","-1.00","0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","18","18.00","0","0","0","0.0","0","0","6","3","30","10.00","0","50.0%","5.00",NA,NA,NA,NA,NA,NA,NA,NA,"4","11","2.75","0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","1.00","0","0","0","0.0","0","0","8","3","34","11.33","0","37.5%","4.25",NA,NA,NA,NA,NA,NA,NA,NA,"2","-7","-3.50","0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","2","12","0.0","0","0","12","9","150","16.67","2","75.0%","12.50",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","12","5","46","9.20","0","41.7%","3.83",NA,NA,NA,NA,NA,NA,NA,NA,"1","8","8.00","0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","8.00","0","0","0","0.0","1","0","4","2","24","12.00","0","50.0%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,"5","15","3.00","0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","12","6","50","8.33","0","50.0%","4.17",NA,NA,NA,NA,NA,NA,NA,NA,"1","20","20.00","0",NA,NA,NA,NA,2011
"Pierre Garcon","WR","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0.0","0","0","5","2","22","11.00","0","40.0%","4.40",NA,NA,NA,NA,NA,NA,NA,NA,"1","-1","-1.00","0",NA,NA,NA,NA,2011
"Pierre Garcon","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","28","7.00","0","6","36","0.0","2","0","134","70","947","13.53","6","52.2%","7.07",NA,NA,NA,NA,NA,NA,NA,NA,"16","44","2.75","0",NA,NA,NA,NA,2011
"Antonio Gates","TE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","0","13","8","74","9.25","0","61.5%","5.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","1","0","0",NA,"0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","7","5","54","10.80","1","71.4%","7.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","0","7","4","73","18.25","0","57.1%","10.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","11","8","96","12.00","1","72.7%","8.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","0","6","5","54","10.80","0","83.3%","9.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","4","4","63","15.75","1","100.0%","15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","10","6","49","8.17","1","60.0%","4.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","7","6","70","11.67","0","85.7%","10.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","12","0.0","0","0","9","7","68","9.71","2","77.8%","7.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","2","2","31","15.50","0","100.0%","15.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0","6","4","40","10.00","0","66.7%","6.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0.0","0","0","5","5","106","21.20","1","100.0%","21.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Antonio Gates","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","42","0.0","3","0","88","64","778","12.16","7","72.7%","8.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"Clyde Gates","WR","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0.0","0","0",NA,"0","0",NA,"0","0.0%",NA,"6","129","21.50","0",NA,NA,NA,NA,"0","0",NA,"0",NA,NA,NA,NA,2011
"Clyde Gates","WR","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0.0","0","0",NA,"0","0",NA,"0","0.0%",NA,"3","77","25.67","0",NA,NA,NA,NA,"3","32","10.67","0",NA,NA,NA,NA,2011
