"player","position","game_num","week_num","gs","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","two_pt_md","all_td","scoring","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","safety_md","def_int","def_int_yds","def_int_td","pass_defended","year"
"Ameer Abdullah","RB","1","1","0","2","8","4.00","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","4","7%","0","0%","14","64%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","2","2","0","1","2","2.00","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","7","11%","0","0%","19","66%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","3","3","0","0","0","0","0","1","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","1","2%","0","0%","14","56%","1","25","25.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","4","4","0","0","0","0","0","3","2","14","7.00","0","66.7%","4.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","7","12%","0","0%","15","75%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","5","5","0","3","24","8.00","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","10","15%","0","0%","15","63%","1","33","33.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","6","6","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","6","8%","0","0%","18","62%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","7","7","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","1","1%","0","0%","18","60%","3","88","29.33","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","8","8","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","3","4%","0","0%","12","60%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","9","9","0","1","2","2.00","0","1","1","16","16.00","1","100.0%","16.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","0","0","0","0","0","0","8","11%","0","0%","24","71%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","10","10","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","5","7%","0","0%","14","56%","1","29","29.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","11","11","0","1","5","5.00","0","2","2","11","5.50","0","100.0%","5.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1","0","0","0","0","8","13%","0","0%","18","64%","2","42","21.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","12","13","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","3","6%","0","0%","18","55%","2","41","20.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","13","14","0","0","0","0","0","1","1","2","2.00","0","100.0%","2.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","6","8%","0","0%","16","59%","1","14","14.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","14","15","0","5","25","5.00","0","2","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","15","23%","0","0%","13","52%","1","25","25.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","15","16","0","4","27","6.75","0","7","6","31","5.17","0","85.7%","4.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","32","59%","0","0%","11","41%","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","16","17","0","6","22","3.67","0","4","3","14","4.67","0","75.0%","3.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","19","39%","0","0%","14","56%","1","28","28.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","18","18","0","1","9","9.00","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4%","0","0%","20","63%","1","3","3.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Ameer Abdullah","RB","19","19","0","0","0","0","0","1","1","7","7.00","0","100.0%","7.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","13%","0","0%","18","69%","5","148","29.60","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","1","1","*",NA,NA,NA,NA,"8","4","36","9.00","0","50.0%","4.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","59","97%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","2","2","*",NA,NA,NA,NA,"9","7","106","15.14","0","77.8%","11.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","68","96%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","3","3","*",NA,NA,NA,NA,"4","4","56","14.00","0","100.0%","14.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","49","91%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","4","4","*",NA,NA,NA,NA,"15","10","180","18.00","0","66.7%","12.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","55","70%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","9","9","*",NA,NA,NA,NA,"11","7","41","5.86","0","63.6%","3.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","42","84%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","10","10","*",NA,NA,NA,NA,"10","7","118","16.86","0","70.0%","11.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","50","78%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","11","12","*",NA,NA,NA,NA,"12","7","43","6.14","1","58.3%","3.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","8","0","0","0","0","0","0","59","75%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","12","13","*",NA,NA,NA,NA,"10","6","64","10.67","2","60.0%","6.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2","12","1","0","0","0","0","0","51","78%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","13","14","*",NA,NA,NA,NA,"6","4","41","10.25","0","66.7%","6.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","50","83%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","14","15","*",NA,NA,NA,NA,"13","7","103","14.71","1","53.8%","7.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","6","0","0","0","0","0","0","55","93%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","15","16","*",NA,NA,NA,NA,"16","13","116","8.92","0","81.3%","7.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1","1","0","0","0","0","62","81%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","16","17","*",NA,NA,NA,NA,"13","7","93","13.29","1","53.8%","7.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","6","0","0","0","0","0","0","78","89%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","18","19","*",NA,NA,NA,NA,"11","8","160","20.00","2","72.7%","14.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","12",NA,NA,NA,NA,NA,NA,"58","92%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Davante Adams","WR","19","20","*",NA,NA,NA,NA,"11","9","138","15.33","0","81.8%","12.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"61","97%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jerell Adams","","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0%","0","0%","5","17%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Adams","RB","9","10","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0%","0","0%","12","36%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Adams","RB","10","11","0","4","6","1.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","10%","0","0%","15","48%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Adams","RB","11","12","0","4","6","1.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","8%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","1","1","*","0","0","0","0","5","2","11","5.50","0","40.0%","2.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","59","80%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","2","2","*","0","0","0","0","11","8","107","13.38","1","72.7%","9.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","6","0","0","0","0","0","0","77","96%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","3","3","*","0","0","0","0","12","8","50","6.25","2","66.7%","4.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2","12","1","1","0","0","0","0","73","99%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","4","4","*","0","0","0","0","1","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","56","90%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","5","5","*","0","0","0","0","3","1","20","20.00","0","33.3%","6.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1","0","0","0","0","0","59","89%","0","0%","2","7%",NA,NA,NA,NA,"2","7","3.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","6","6","*","0","0","0","0","7","4","42","10.50","0","57.1%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","56","88%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","7","7","*","0","0","0","0","3","2","24","12.00","0","66.7%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","56","93%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","8","8","*","2","7","3.50","0","4","4","7","1.75","0","100.0%","1.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","55","75%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","9","9","0","0","0","0","0","8","3","21","7.00","0","37.5%","2.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","74","88%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","10","11","*","0","0","0","0","9","4","40","10.00","0","44.4%","4.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","64","89%","0","0%","1","3%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Nelson Agholor","WR","12","13","*","0","0","0","0","6","3","41","13.67","0","50.0%","6.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","2","0","0","0","0","0","0","61","88%","0","0%","0","0%",NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jay Ajayi","RB","11","12","0","6","16","2.67","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","11%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jay Ajayi","RB","12","13","0","2","9","4.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","12%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jay Ajayi","RB","13","14","0","2","5","2.50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","6%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","1","1","0",NA,NA,NA,NA,"2","1","17","17.00","0","50.0%","8.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"45","70%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","2","2","0",NA,NA,NA,NA,"3","2","25","12.50","0","66.7%","8.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"38","59%","0","0%","4","16%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","3","3","0",NA,NA,NA,NA,"5","3","73","24.33","2","60.0%","14.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","12",NA,NA,NA,NA,NA,NA,"27","46%","0","0%","5","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","4","4","*",NA,NA,NA,NA,"4","3","21","7.00","0","75.0%","5.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"31","46%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","5","5","0",NA,NA,NA,NA,"1","1","21","21.00","0","100.0%","21.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"47","67%","0","0%","10","29%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","6","6","*",NA,NA,NA,NA,"3","3","39","13.00","0","100.0%","13.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"65","73%","0","0%","5","22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","7","7","*",NA,NA,NA,NA,"2","2","17","8.50","0","100.0%","8.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"40","63%","0","0%","5","18%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","8","8","*",NA,NA,NA,NA,"5","2","11","5.50","0","40.0%","2.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"42","53%","0","0%","5","17%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","9","9","0",NA,NA,NA,NA,"3","3","24","8.00","0","100.0%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"47","69%","0","0%","6","27%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","10","11","*",NA,NA,NA,NA,"2","1","15","15.00","0","50.0%","7.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"35","58%","0","0%","10","42%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","11","12","*",NA,NA,NA,NA,"4","3","26","8.67","0","75.0%","6.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"27","47%","0","0%","9","39%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","12","13","0",NA,NA,NA,NA,"1","1","19","19.00","0","100.0%","19.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"31","56%","0","0%","9","35%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","13","14","*",NA,NA,NA,NA,"9","4","49","12.25","0","44.4%","5.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"48","63%","0","0%","11","41%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","14","15","*",NA,NA,NA,NA,"2","2","7","3.50","0","100.0%","3.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"38","60%","0","0%","9","33%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","15","16","0",NA,NA,NA,NA,"2","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"41","62%","0","0%","12","40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Jordan Akins","TE","16","17","*",NA,NA,NA,NA,"7","5","54","10.80","0","71.4%","7.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"53","82%","0","0%","8","29%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","1","1","0",NA,NA,NA,NA,"1","1","3","3.00","0","100.0%","3.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","21%","0","0%","5","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","2","2","0",NA,NA,NA,NA,"1","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","34%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","3","3","0",NA,NA,NA,NA,"2","2","25","12.50","0","100.0%","12.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37%","0","0%","10","45%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","4","4","*",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","13%","0","0%","11","37%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","5","5","0",NA,NA,NA,NA,"2","1","10","10.00","0","50.0%","5.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","46%","0","0%","10","40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","6","7","0",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","40%","0","0%","10","36%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","7","8","0",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","28%","0","0%","9","30%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","8","9","0",NA,NA,NA,NA,"1","1","11","11.00","0","100.0%","11.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","30%","0","0%","4","15%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","9","10","0",NA,NA,NA,NA,"1","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","32%","0","0%","12","45%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
